display,RID code,LP code
Views 2 phase,LP266975-4,RID50539
3 phase,LP267476-2,RID43560
Views 3 phase,LP266974-7,RID43560
Ventricular volume,LP267659-3,RID50631
Multiple areas,LP208935-9,RID49793
Single area,LP266976-2,RID50540
Gated,LP213665-5,RID10961
Clearance,LP267658-5,RID50633
Equilibrium,LP266849-1,RID39065
Washout,LP266850-9,RID34333
Differential,LP266910-1,RID50630
Thrombosis,LP267356-6,RID34624
Tc-99m DMSA,LP208689-2,RID43378
Pharynx,LP207535-8,RID13211
Cholecystostomy,LP263788-4,RID1671
Saline,LP207658-8,RID49954
Iliac graft,LP208645-4,RID50039
Chest tube,LP266902-8,RID5573
CSF flow,LP266840-0,RID28809
Endorectal,LP207347-8,RID50104
Endovaginal,LP207346-0,RID50105
Axial,LP266843-4,RID10579
Foot.sesamoid bones,LP221487-4,RID35798
Frontal,LP266855-8,RID10521
stereoscopic,LP220600-3,RID50131
Bending,LP221189-6,RID50073
Post mortem,LP266906-9,RID50541
Measurement,LP266370-8,RID48094
90 degree abduction,LP220550-0,RID50094
Sitting,LP232827-8,RID10452
Standing in brace,LP221187-0,RID50132
PA 30 degree flexion,LP220547-6,RID50092
Biopsy.excisional,LP267474-7,RID50524
Transabdominal,LP253463-6,RID6427
Wire,LP263826-2,RID5453
Needle,LP208081-2,RID5605
Lower extremity vessel,LP208092-9,RID49978
Endomyocardium,LP208373-3,RID50048
Surgical specimen,LP208644-7,RID38777
Upper extremity vessel,LP208091-1,RID49979
Transplanted kidney vessels,LP208390-7,RID50034
Placenta,LP200062-0,RID34557
In-111 tiuxetan,LP208678-5,RID50040
AV shunt,LP213650-7,RID4851
Ferumoxides,LP206619-1,RID11643
Furosemide,LP213630-9,RID50041
Views LE 3,LP220543-5,RID43557
2H post,LP248921-1,RID50248
Retrograde intrabiliary,LP249030-0,RID50259
15M post,LP248917-9,RID50246
30M post,LP248923-7,RID50249
45M post,LP248925-2,RID50250
1H post,LP248919-5,RID50247
1.5H post,LP248916-1,RID50245
Views GE 3,LP220540-1,RID43405
Views 3 or 4,LP220533-6,RID46007
Subphrenic space,LP200023-2,RID399
Axilla,LP207783-4,RID2470
Thymus gland,LP249177-9,RID1430
Wrist vessels,LP207139-9,RID49945
Views 1 or 2,LP220529-4,RID43400
Views GE 5,LP220541-9,RID50160
Unilateral,LP207061-5,RID38593
Views 2 or 3,LP220531-0,RID43401
Dialysis catheter,LP266845-9,RID50530
Skeletal system.axial,LP213653-1,RID49467
Skeletal system.peripheral,LP213654-9,RID50049
Deep biopsy,LP200184-2,RID49866
Qualitative,LP266396-3,RID50374
Quantitative,LP266397-1,RID50375
Thrombectomy,LP248596-1,RID10412
Spine.cervicothoracic junction,LP230288-5,RID28726
Dental measurement,LP266909-3,RID50551
Tube,LP249176-1,RID5555
Ablation,LP200038-0,RID10397
Tissue,LP200064-6,RID13298
PT,LP208893-0,RID10337
Tc-99m medronate,LP208690-0,RID43394
Tc-99m bicisate,LP208691-8,RID11731
Peritoneal space,LP208137-2,RID397
Views GE 4,LP217246-0,RID43407
Trachea,LP234164-4,RID1247
Reduced contrast volume,LP200086-9,RID49851
Views GE 2,LP220539-3,RID43402
Displacement,LP249733-9,RID10509
Cerebral arteries,LP208123-2,RID49534
Hand vessels,LP207779-2,RID49966
Teeth,LP200436-6,RID49873
Bitewing,LP266844-2,RID50534
LE 4,LP266856-6,RID43558
Sentinel lymph node,LP266872-3,RID43247
Views GE 6,LP220542-7,RID50161
Transjugular intrahepatic portosystemic shunt,LP249286-8,RID1595
Hepatic vein,LP207144-9,RID1179
Skull base to mid-thigh,LP209023-3,RID39570
Functional,LP206618-3,RID10317
Prosthesis,LP249255-3,RID28823
Fallopian tube,LP230317-2,RID295
Obliques,LP266368-2,RID45795
Umbilical artery,LP208556-3,RID35962
Umbilical cord,LP208557-1,RID34558
Mesenteric arteries,LP208122-4,RID50047
Spinal cord,LP208377-4,RID7361
Breast vessels,LP208117-4,RID50046
Popliteal vein,LP207993-9,RID1201
Placenta,LP208379-0,RID34557
Tissue sampling,LP208149-7,RID49838
Chorionic villus,LP208150-5,RID49984
tomosynthesis,LP250932-3,RID10359
Diagnostic,LP249287-6,RID39446
Pulmonary embolus,LP200097-6,RID4825
Ambulatory phlebectomy,LP208147-1,RID49771
Laser ablation,LP208365-9,RID49593
Vascular sclerotherapy,LP266963-0,RID50523
Denervation,LP248509-4,RID50240
Peripheral nerve,LP249244-7,RID7195
Spine.thoracic intercostal nerve,LP250937-2,RID22795
Device removal,LP212509-6,RID10415
Central venous catheter lumen obstruction,LP263834-6,RID50343
Central venous catheter pericatheter obstruction,LP267220-4,RID50332
Repair,LP207963-2,RID10407
Central venous catheter with port or pump,LP248602-7,RID50242
Central venous catheter without port or pump,LP248603-5,RID50241
Kyphoplasty,LP220390-1,RID1840
Trigger point,LP263841-1,RID49607
Physiologic artery study,LP267224-6,RID50634
Exercise,LP207667-9,RID10477
EP,LP248702-5,RID11100
Spine.lumbar epidural space,LP249562-2,RID20052
Intervertebral disc,LP199930-1,RID7890
Spine.thoracic epidural space,LP249563-0,RID20051
VG,LP253524-5,RID11200
Vagina,LP251083-4,RID325
Endograft,LP263815-5,RID5598
Hindfoot,LP199978-0,RID2945
Midfoot,LP199992-1,RID2946
RO vessels,LP199944-2,RID49864
Scanogram,LP200452-3,RID35773
Leg measurement,LP200360-8,RID49867
3D post processing,LP200383-0,RID36017
Airway,LP200368-1,RID1245
Ureter,LP200371-5,RID229
Reconstruction,LP200385-5,RID28665
Congenital disease,LP200393-9,RID35738
Densitometry,LP200395-4,RID28706
New diagnosis tumor,LP207123-3,RID49948
Low grade tumor,LP207121-7,RID49946
High grade tumor,LP207122-5,RID49947
Clip,LP206727-2,RID5607
Postoperative,LP207124-1,RID5729
Motor function,LP207344-5,RID50387
Multiple gestation pregnancy,LP208037-4,RID4941
First trimester,LP208035-8,RID39336
Second or third trimester,LP208036-6,RID39335
Fetal abnormality,LP207978-0,RID39546
Biopsy.vacuum,LP208019-2,RID38602
Cerebral artery middle,LP208562-1,RID665
Musculoskeletal tissue,LP208046-5,RID13209
In vitro fertilization,LP207984-8,RID49594
Torsion,LP208022-6,RID4813
Penis.soft tissue,LP234855-7,RID362
Volume measurement,LP208025-9,RID49570
Carpal tunnel,LP208065-5,RID2314
Pseudoaneurysm,LP208364-2,RID3331
Pediatrics,LP208652-0,RID34492
Peripheral venous access,LP208664-5,RID50031
CSF leak post lumbar puncture,LP209051-4,RID4881
CSF leak with rhinorrhea or otorrhea,LP209052-2,RID4881
Kidney function,LP266860-8,RID50550
NM.SPECT+CT,LP234845-8,RID49583
PT+CT,LP208694-2,RID10341
18F-NaF,LP212086-5,RID45804
Skull base to mid-thigh.bone,LP234173-5,RID50173
18F-FDG,LP231799-0,RID11701
Infection or inflammation,LP209036-5,RID3381
Simulation,LP209030-8,RID49599
In-111 capromab pendetide,LP266625-5,RID11708
Multiple states of exercise,LP209059-7,RID50036
Single state of exercise,LP209058-9,RID50035
Sarcoidosis,LP209028-2,RID34662
Tissue viability,LP217248-6,RID28821
GE 4,LP266838-4,RID43407
LT 4,LP266839-2,RID43557
Amyloidosis,LP209029-0,RID49619
Metabolic,LP212101-2,RID49652
Therapy,LP267221-2,RID8
Dosimetry,LP209061-3,RID49590
Y-90 ibritumomab tiuxetan,LP212085-7,RID11754
Thyroid tumor metastasis,LP209064-7,RID45691
Lymphedema,LP209077-9,RID49595
Thyroid tumor metastasis post therapy,LP209067-0,RID49564
Multiple days,LP209070-4,RID49574
Diuretic,LP208896-3,RID43377
Glomerular filtration rate,LP266917-6,RID45776
Cholecystokinetic,LP212121-0,RID50037
Kidney cortex,LP213638-2,RID49727
ACE inhibitor,LP213629-1,RID43373
Hemangioma,LP266918-4,RID3969
I-123 MIBG,LP213589-7,RID50391
Oral tissue,LP231766-9,RID50170
Skull vertex to mid-thigh,LP231648-9,RID50162
Vertebral fracture,LP266369-0,RID49608
Renal calculus,LP232215-6,RID38586
Cone,LP232218-0,RID43586
Babygram,LP232449-1,RID45659
Complete,LP267470-5,RID5689
Views 4 or 5,LP234155-2,RID50174
GE 1,LP266837-6,RID50536
Deep vein thrombosis,LP266848-3,RID34625
Mediastinum.superior,LP231885-7,RID28742
Clip placement,LP251025-5,RID38597
Clinical call back,LP251011-5,RID45701
Technical call back,LP251012-3,RID49614
Additional puncture,LP251034-7,RID49782
Pedal lymphatic vessels,LP251031-3,RID50384
Existing catheter,LP251033-9,RID5576
Advancement,LP251037-0,RID46071
Feeding tube,LP251038-8,RID5561
Loop diversion,LP251043-8,RID49642
Swallowing function,LP266894-7,RID49478
Speech,LP251050-3,RID46063
Suprapubic catheter,LP251056-0,RID50175
Non-vascular shunt,LP251061-0,RID5588
Urinary pouch,LP266870-7,RID49643
Rectal dysfunction,LP251052-9,RID49598
Esophagus.cervical,LP251062-8,RID31553
Long feeding tube,LP251040-4,RID50385
Visceral arteries,LP251093-3,RID49542
Manometry,LP251046-1,RID49596
Internal jugular vein,LP266556-2,RID1024
Cervical arteries,LP251115-4,RID49539
Spine.lumbar intercostal arteries,LP251091-7,RID884
Fistula,LP249178-7,RID4843
Treatment,LP267354-1,RID8
Cerebral sinuses,LP251107-1,RID49535
Seminal vesicle,LP251026-3,RID357
Seminal vesicle,LP251109-7,RID49733
Ureter,LP251110-5,RID50390
Spine vessel,LP232631-4,RID50281
Adrenal vessel,LP232634-8,RID50270
Aneurysm or dissection,LP253546-8,RID3321
Aorta.abdominal.infrarenal,LP253544-3,RID35944
Left ventricular function,LP267223-8,RID50547
Spine vertebra,LP263430-3,RID29154
1 level,LP264232-2,RID49781
1 or 2,LP263793-4,RID49658
Augmentation,LP263799-1,RID49776
Additional day,LP263787-6,RID49784
Mechanical thrombectomy,LP263798-3,RID49748
Endovascular device,LP263825-4,RID50358
Joint.intermediate,LP262820-6,RID39345
Joint.major,LP262821-4,RID39343
Joint.small,LP262819-8,RID39344
Ganglion cyst,LP263785-0,RID3949
Additional level,LP263792-6,RID36024
Peritoneovenous shunt,LP263811-4,RID50334
Cryoablation,LP263435-2,RID1754
Catheter portion only of central venous catheter with port,LP263830-4,RID50350
Central venous catheter with port,LP263821-3,RID50242
Cholangioscopy,LP263789-2,RID49739
Conversion of gastrostomy tube to gastrojejunostomy tube,LP267669-2,RID49666
Stricture,LP263828-8,RID5022
Jejunostomy tube,LP263831-2,RID50341
Fiducial marker,LP263819-7,RID28789
Radiofrequency ablation,LP263779-3,RID1849
Contrast,LP266908-5,RID11582
Gastrojejunostomy tube,LP263816-3,RID5564
Venography,LP263840-3,RID10379
Hemodynamic evaluation,LP263839-5,RID49657
Microwave ablation,LP263797-5,RID49749
Revision,LP263813-0,RID49760
Transhepatic,LP263802-3,RID49579
Paracentesis,LP263433-7,RID35813
Insertion,LP263784-3,RID43245
Puncture,LP263781-9,RID46073
Myelography,LP263782-7,RID10380
Initial day,LP263786-8,RID49575
Swan-Ganz catheter,LP263837-9,RID5584
Thoracentesis,LP263783-5,RID35815
Tunneled central venous catheter without port,LP263822-1,RID50340
Non-tunneled central venous catheter without port,LP263823-9,RID50339
Pericardiocentesis,LP263432-9,RID35814
Tunneled catheter,LP263838-7,RID50337
Stab phlebectomy,LP267468-9,RID49771
GE 21,LP263804-9,RID50331
Lower leg vessel,LP263424-6,RID50342
Pseudoaneurysm,LP267467-1,RID3331
Thrombin,LP267657-7,RID50529
Ureterostomy,LP263832-0,RID1758
Through ileal conduit,LP266782-4,RID49735
Therapeutic,LP263807-2,RID8
Platelet rich plasma,LP263833-8,RID50335
Secondary,LP263805-6,RID49785
Transcatheter,LP263809-8,RID48091
Initial,LP266920-0,RID49788
Lymphatic vessel,LP262773-7,RID30383
Ligation,LP263796-7,RID49747
Deep drainage,LP263827-0,RID50330
Final day,LP263795-9,RID49576
GE 3,LP264231-4,RID43405
Arterial anastomosis,LP263836-1,RID35882
Nerve,LP262855-2,RID13189
Sympathectomy,LP264233-0,RID49755
Nerve root,LP263425-3,RID18593
Transurethral,LP263803-1,RID6425
Non-thrombolytic,LP267218-8,RID50531
Retrieval,LP266846-7,RID10408
Venous sampling,LP263800-7,RID49569
Non-tunneled central venous catheter,LP264203-3,RID50338
Dialysis,LP267352-5,RID50549
Hepatic vessels,LP264587-9,RID50362
Aortic valve,LP264576-2,RID1394
Pulmonary veins,LP199941-8,RID28588
Deep inferior epigastric artery,LP264579-6,RID13091
Mesenteric vessels,LP264584-6,RID50363
Teeth.maxilla,LP264585-3,RID9279
Teeth.mandible,LP264586-1,RID9106
Pelvis bones,LP264321-3,RID2527
Chemoembolization,LP266958-0,RID1647
Radioembolization,LP266959-8,RID50522
Aneurysm,LP267219-6,RID3321
Endoleak,LP266955-6,RID4613
Ileum,LP267952-2,RID150
Pseudocyst,LP268039-7,RID3954
GE 3 levels,LP268040-5,RID50538
2 levels,LP268044-7,RID50537
Forefoot,LP268116-3,RID2947
Perirenal space,LP268085-0,RID434
Aortic root,LP268291-4,RID482
Spine.lumbar intervertebral disc,LP268290-6,RID28830
Perirectal region,LP268271-6,RID28680
Foot joint,LP269338-2,RID3003
Tendon or ligament,LP269337-4,RID6067
Tendon or ligament,LP269337-4,RID6071
Existing nephrostomy tract,LP407513-3,RID50556
At new site,LP407517-4,RID50552
Intrathecal,LP416493-7,RID45772
Spine.cervical epidural space,LP345109-5,RID20050
Tau protein,LP345111-1,RID50545
Sacrum epidural space,LP345108-7,RID50528
Adrenal gland,LP199911-1,RID88
Anus,LP199912-9,RID164
Aorta.abdominal,LP199914-5,RID905
Aorta.thoracic,LP199915-2,RID879
Aortic arch,LP199916-0,RID581
Appendix,LP199917-8,RID168
Biliary ducts,LP199919-4,RID45712
Celiac plexus,LP199920-2,RID49533
Cerebral cisterns,LP199921-0,RID49538
Colon,LP199922-8,RID31011
Coronary arteries,LP199923-6,RID28727
Epididymis,LP199924-4,RID371
Esophagus,LP199925-1,RID95
Gallbladder,LP199926-9,RID187
Heart,LP199927-7,RID1385
Hepatic artery,LP199929-3,RID38078
Intervertebral disc,LP199930-1,RID7890
Joint,LP199931-9,RID6122
Larynx,LP199932-7,RID7589
Liver,LP199933-5,RID58
Lung,LP199934-3,RID1301
Lung parenchyma,LP199935-0,RID35739
Mediastinum,LP199936-8,RID1384
Pancreas,LP199937-6,RID170
Pituitary,LP199938-4,RID38674
Pleura,LP199939-2,RID1362
Pleural space,LP199940-0,RID1363
Pulmonary veins,LP199941-8,RID28588
Rectum,LP199942-6,RID163
Retroperitoneum,LP199943-4,RID431
RO vessels,LP199944-2,RID49864
Sella turcica,LP199945-9,RID9286
Spleen,LP199947-5,RID86
Urinary bladder,LP199948-3,RID237
Vessels,LP199950-9,RID39545
Bilateral,LP199951-7,RID5771
Left,LP199952-5,RID5824
Right,LP199953-3,RID5825
True,LP199954-1,RID49844
Unspecified,LP199955-8,RID49843
Abdomen,LP199956-6,RID56
Ankle,LP199957-4,RID28545
Bone marrow,LP199959-0,RID38594
Breast,LP199961-6,RID28749
Chest,LP199962-4,RID1243
Clavicle,LP199963-2,RID1854
Coccyx,LP199964-0,RID2524
Elbow,LP199967-3,RID2010
Extremity,LP199969-9,RID13202
Face,LP199970-7,RID13284
Facial bones,LP199971-5,RID28570
Forearm,LP199974-9,RID2107
Head,LP199977-2,RID9080
Hindfoot,LP199978-0,RID2945
Hip,LP199979-8,RID2639
Joint space,LP199982-2,RID41021
Knee,LP199984-8,RID2743
Lower extremity,LP199985-5,RID2638
Lower leg,LP199986-3,RID2869
Lymph node,LP199987-1,RID13296
Mastoid,LP199989-7,RID35754
Maxilla,LP199990-5,RID9236
Maxillofacial region,LP199991-3,RID35812
Midfoot,LP199992-1,RID2946
Muscle,LP199993-9,RID13196
Neck,LP199995-4,RID7488
Pelvis,LP199998-8,RID2507
Petrous part of temporal bone,LP199999-6,RID9362
Prostate,LP200001-8,RID343
Pulmonary system,LP200003-4,RID39189
Sacroiliac joint,LP200006-7,RID2577
Sacrum,LP200007-5,RID2509
Scapula,LP200009-1,RID1860
Shoulder,LP200011-7,RID1852
Shoulder,LP200011-7,RID39518
Sinus tract,LP200012-5,RID4843
Sinuses,LP200013-3,RID28579
Skull.base,LP200014-1,RID28731
Spine,LP200016-6,RID7741
Spine.cervical,LP200017-4,RID34571
Spine.lumbar,LP200018-2,RID34573
Spine.thoracic,LP200020-8,RID28677
Sternoclavicular joint,LP200021-6,RID1884
Subphrenic space,LP200023-2,RID399
Tissue,LP200029-9,RID13298
Upper arm,LP200030-7,RID1968
Upper extremity,LP200031-5,RID1850
Uterus,LP200033-1,RID302
Whole Body,LP200036-4,RID39569
Ablation,LP200038-0,RID10397
Aspiration,LP200039-8,RID10398
Aspiration.fine needle,LP200040-6,RID12933
Biopsy,LP200041-4,RID38611
Biopsy.core needle,LP200042-2,RID49777
Drainage,LP200044-8,RID10417
Exchange,LP200045-5,RID49621
Injection,LP200046-3,RID28842
Localization,LP200047-1,RID28708
Needle localization,LP200048-9,RID45700
Nerve block,LP200049-7,RID35774
Placement,LP200050-5,RID28707
Radiation treatment,LP200051-3,RID39262
Radiosurgery,LP200052-1,RID49850
Replacement,LP200053-9,RID49857
Stereotactic biopsy,LP200054-7,RID45699
Vertebroplasty,LP200055-4,RID1839
Deep,LP200056-2,RID5835
Percutaneous,LP200057-0,RID11176
Abscess,LP200058-8,RID3711
Nephrostomy tube,LP200061-2,RID49839
Placenta,LP200062-0,RID34557
Radiation therapy fields,LP200063-8,RID39262
Tissue,LP200064-6,RID13298
Tube,LP200065-3,RID5555
Guidance,LP200066-1,RID35732
CT,LP200067-9,RID10321
Angio,LP200068-7,RID10371
Perfusion,LP200070-3,RID10376
IA,LP200071-1,RID11108
IH,LP200072-9,RID11182
Intra salivary duct,LP200073-7,RID49858
Intra sinus tract,LP200074-5,RID49859
IS,LP200075-2,RID11109
Intradisc,LP200076-0,RID11125
IT,LP200077-8,RID45772
IV,LP200078-6,RID11160
PO,LP200079-4,RID11173
PR,LP200080-2,RID11181
Via enteroclysis tube,LP200081-0,RID49868
Air contrast,LP200082-8,RID11590
Anesthesia,LP200083-6,RID11006
Conscious sedation,LP200084-4,RID11015
Contrast,LP200085-1,RID11582
Reduced contrast volume,LP200086-9,RID49851
Xe-133,LP200087-7,RID11868
W,LP200088-5,RID49853
WO,LP200089-3,RID49854
WO & W,LP200090-1,RID49855
Calcium score,LP200093-5,RID28808
Fistula,LP200094-3,RID4843
Pelvimetry,LP200095-0,RID35772
Limited,LP200099-2,RID5684
Deep biopsy,LP200184-2,RID49866
Screening,LP200187-5,RID28817
Renal Vessels,LP200333-5,RID49537
Spine facet joint,LP200334-3,RID7901
Circle of Willis,LP200344-2,RID28600
Carotid artery,LP200345-9,RID584
Lower extremity joint,LP200354-1,RID49861
Upper extremity joint,LP200357-4,RID49862
Leg measurement,LP200360-8,RID49867
Airway,LP200368-1,RID1245
Ureter,LP200371-5,RID229
Femur,LP200377-2,RID2662
3D post processing,LP200383-0,RID36017
Reconstruction,LP200385-5,RID28665
Congenital disease,LP200393-9,RID35738
Densitometry,LP200395-4,RID28706
Temporal bone,LP200401-0,RID9361
Intra bladder,LP200434-1,RID49874
Teeth,LP200436-6,RID49873
Small bowel,LP200442-4,RID132
Superficial biopsy,LP200444-0,RID49871
Scanogram,LP200452-3,RID35773
Kidney,LP200461-4,RID205
Pulmonary arteries,LP200555-3,RID28586
Orbit,LP200557-9,RID28601
MR,LP206549-0,RID10312
Stereotactic localization,LP206577-1,RID35777
Functional,LP206618-3,RID10317
Ferumoxides,LP206619-1,RID11643
Extension,LP206621-7,RID50075
Flexion,LP206622-5,RID50069
Vena cava.inferior,LP206629-0,RID1178
Vena cava.superior,LP206630-8,RID1010
Brachial plexus,LP206634-0,RID7202
Urethra,LP206638-1,RID34890
Thyroid gland,LP206648-0,RID7578
Thigh,LP206655-5,RID2660
Superior mesenteric vessels,LP206661-3,RID49939
Subclavian artery,LP206663-9,RID773
Sternum,LP206665-4,RID2473
Salivary gland,LP206681-1,RID13421
Renal vein,LP206688-6,RID1184
Renal artery,LP206689-4,RID936
Pulmonary vessels,LP206694-4,RID49865
Posterior fossa,LP206698-5,RID35735
Portal vein,LP206700-9,RID1208
Brain,LP206702-5,RID6434
Parathyroid gland,LP206704-1,RID7587
Ovary,LP206705-8,RID290
Nasal bones,LP206714-0,RID43410
Clip,LP206727-2,RID5607
Metastasis,LP206728-0,RID5231
Internal auditory canal,LP206737-1,RID9392
Unilateral,LP207061-5,RID38593
Pancreatic duct,LP207065-6,RID176
Spectroscopy,LP207112-6,RID10377
Tumor,LP207120-9,RID3957
Low grade tumor,LP207121-7,RID49946
High grade tumor,LP207122-5,RID49947
New diagnosis tumor,LP207123-3,RID49948
Postoperative,LP207124-1,RID5729
Abdominal vessels,LP207131-6,RID49921
Neck vessels,LP207132-4,RID49931
Head vessels,LP207133-2,RID49926
Pelvis vessels,LP207134-0,RID49933
Shoulder vessels,LP207135-7,RID49934
Upper extremity vessels,LP207136-5,RID49863
Lower extremity vessels,LP207137-3,RID49928
Knee vessels,LP207138-1,RID49927
Wrist vessels,LP207139-9,RID49945
Thigh vessels,LP207140-7,RID49940
Lower leg vessels,LP207141-5,RID49929
Hepatic vein,LP207144-9,RID1179
Neck veins,LP207147-2,RID49930
Ankle vessels,LP207272-8,RID49922
Foot vessels,LP207273-6,RID49924
Forearm vessels,LP207276-9,RID49925
Carotid vessels,LP207279-3,RID49959
Thumb,LP207280-1,RID2392
Tibia,LP207281-9,RID2885
Fibula,LP207282-7,RID2871
Extremity vessels,LP207288-4,RID49923
Orbit vessels,LP207293-4,RID49932
Upper extremity veins,LP207302-3,RID49944
Fetus,LP207308-0,RID5640
Spine.thoracic vessels,LP207321-3,RID49938
Spine.cervical vessels,LP207322-1,RID49936
Spine.lumbar vessels,LP207323-9,RID49937
Spine vessels,LP207324-7,RID49935
